FileName,happy,sad,anger,surprise,disgust,fear
38019_7,0.0,0.6666666865348816,0.0,0.0,0.0,0.0
38019_8,0.0,0.0,0.0,0.0,0.0,0.0
38019_9,0.0,0.0,0.0,0.0,0.0,0.0
38019_10,0.0,0.0,0.0,0.3333333432674408,0.0,0.0
38019_11,0.0,0.6666666865348816,0.3333333432674408,0.0,0.6666666865348816,0.0
2QOf2wSu0j0_0,0.3333333432674408,0.0,0.0,0.0,0.0,0.0
2QOf2wSu0j0_1,1.0,0.0,0.6666666865348816,0.0,0.0,0.0
dZK01jhM27k_0,0.0,0.0,0.0,0.0,0.0,0.0
dZK01jhM27k_1,0.6666666865348816,0.0,0.6666666865348816,1.0,1.0,0.0
dZK01jhM27k_2,0.0,0.0,1.6666666269302368,0.0,0.6666666865348816,0.0
yrIXBklJ5YQ_0,0.6666666865348816,0.0,0.0,0.0,0.0,0.0
yrIXBklJ5YQ_1,2.0,0.0,0.0,0.0,0.0,0.0
yrIXBklJ5YQ_2,2.0,0.0,0.0,0.0,0.0,0.0
yrIXBklJ5YQ_3,2.3333332538604736,0.0,0.0,0.0,0.3333333432674408,0.0
yrIXBklJ5YQ_4,0.3333333432674408,0.3333333432674408,0.3333333432674408,1.0,0.6666666865348816,0.0
yrIXBklJ5YQ_5,1.6666666269302368,0.0,0.0,0.0,0.0,0.0
ZDz8Qr-sJ3E_0,0.0,1.0,0.0,0.0,0.0,0.0
ZDz8Qr-sJ3E_1,0.0,0.0,0.0,0.0,0.0,0.0
ZDz8Qr-sJ3E_2,0.0,0.0,0.0,0.0,0.0,0.0
ZDz8Qr-sJ3E_3,0.0,0.3333333432674408,0.0,0.0,0.0,0.3333333432674408
qaoSn1eEyq0_0,0.0,0.3333333432674408,0.0,0.0,0.0,0.3333333432674408
Zg9DKOHJdw8_0,0.0,0.0,0.0,0.0,0.0,0.0
Zg9DKOHJdw8_1,0.3333333432674408,0.0,0.0,0.0,0.0,0.0
290088_0,0.0,1.0,0.0,0.0,2.0,0.0
290088_1,0.0,0.0,0.0,0.0,0.0,0.3333333432674408
290088_2,0.0,0.6666666865348816,0.3333333432674408,0.0,0.6666666865348816,0.0
290088_3,0.0,0.0,0.0,0.0,0.0,0.0
290088_4,0.0,0.0,0.0,0.0,0.0,0.0
290088_5,0.0,0.3333333432674408,0.0,0.6666666865348816,0.3333333432674408,0.6666666865348816
290088_6,0.0,0.0,0.0,0.0,0.0,0.0
290088_7,0.0,0.6666666865348816,0.6666666865348816,0.0,1.0,0.0
290088_8,0.0,0.0,0.0,0.0,0.0,0.0
290088_9,0.3333333432674408,0.0,0.0,0.3333333432674408,0.3333333432674408,0.0
290088_10,0.0,0.0,0.0,0.0,0.3333333432674408,0.0
290088_11,0.0,0.3333333432674408,0.0,0.0,0.0,0.0
290088_12,0.0,0.0,0.3333333432674408,0.0,1.3333333730697632,0.0
bge5PUG3G4A_0,0.0,0.0,0.0,0.0,0.0,0.0
bge5PUG3G4A_1,0.3333333432674408,0.0,0.0,0.0,0.0,0.0
bge5PUG3G4A_2,0.3333333432674408,0.0,0.0,0.0,0.0,0.0
bge5PUG3G4A_3,0.0,0.0,0.0,0.0,0.0,0.0
mXdvCxLbpuY_0,0.3333333432674408,0.0,0.0,0.0,0.0,0.0
mXdvCxLbpuY_1,1.0,0.3333333432674408,0.0,0.0,0.0,0.0
9BceQC_SdTM_0,0.3333333432674408,0.6666666865348816,0.0,0.0,0.0,0.0
9BceQC_SdTM_1,0.3333333432674408,0.6666666865348816,0.0,0.0,0.0,0.0
9BceQC_SdTM_2,0.0,0.6666666865348816,0.0,0.0,0.0,0.0
x9E8yaFCX0Y_0,0.6666666865348816,0.0,0.0,0.0,0.0,0.0
x9E8yaFCX0Y_1,0.0,0.0,0.0,0.3333333432674408,0.0,0.0
x9E8yaFCX0Y_2,0.3333333432674408,0.0,0.0,0.0,0.0,0.0
x9E8yaFCX0Y_3,0.6666666865348816,0.0,0.0,0.3333333432674408,0.0,0.0
x9E8yaFCX0Y_4,1.0,0.0,0.0,0.0,0.0,0.0
x9E8yaFCX0Y_5,0.3333333432674408,0.0,0.0,0.0,0.0,0.0
x9E8yaFCX0Y_6,0.3333333432674408,0.0,0.0,0.0,0.0,0.0
x9E8yaFCX0Y_7,0.6666666865348816,0.0,1.0,0.0,0.0,0.0
x9E8yaFCX0Y_8,0.3333333432674408,0.0,0.0,0.0,0.0,0.0
wVdoIjg3ZFQ_0,0.3333333432674408,0.0,0.0,0.0,0.0,0.0
wVdoIjg3ZFQ_1,0.0,0.0,0.0,0.0,0.0,0.0
wVdoIjg3ZFQ_2,0.3333333432674408,0.0,0.0,0.0,0.0,0.0
wVdoIjg3ZFQ_3,0.6666666865348816,0.0,0.0,0.0,0.0,0.0
wVdoIjg3ZFQ_4,0.0,0.6666666865348816,0.0,0.6666666865348816,0.6666666865348816,0.6666666865348816
wVdoIjg3ZFQ_5,0.0,0.0,0.0,0.0,0.0,0.0
WANirpnKa4w_0,1.0,0.0,0.0,0.0,0.0,0.0
WANirpnKa4w_1,1.6666666269302368,0.0,0.0,0.0,0.0,0.0
WANirpnKa4w_2,1.0,0.0,0.0,0.0,0.0,0.0
WANirpnKa4w_3,0.0,0.0,0.0,0.3333333432674408,0.0,0.0
WANirpnKa4w_4,0.3333333432674408,0.0,0.0,0.0,0.0,0.0
74184_0,0.3333333432674408,0.3333333432674408,0.0,0.0,0.0,0.0
74184_1,2.0,0.0,0.0,0.3333333432674408,0.0,0.0
74184_2,0.0,0.0,0.0,0.0,0.0,0.0
74184_3,0.0,0.0,0.3333333432674408,0.0,0.6666666865348816,0.0
74184_4,0.0,0.0,0.0,0.0,1.0,0.0
74184_5,0.0,0.0,0.0,0.0,0.0,0.0
74184_6,1.0,0.0,0.0,0.0,0.0,0.0
74184_7,0.6666666865348816,0.0,0.0,0.0,0.0,0.0
74184_8,0.6666666865348816,0.3333333432674408,0.0,0.0,0.6666666865348816,0.0
74184_9,1.0,0.0,0.0,0.0,0.0,0.0
74184_10,0.0,0.3333333432674408,0.0,0.3333333432674408,0.6666666865348816,0.0
74184_11,0.0,0.0,0.0,0.0,0.0,0.0
74184_12,0.3333333432674408,0.0,0.0,0.0,0.0,0.0
QYp0lGhyL6A_0,0.0,0.0,0.0,0.0,0.0,0.0
QYp0lGhyL6A_1,0.0,0.0,0.0,0.0,0.0,0.0
QYp0lGhyL6A_2,0.0,0.6666666865348816,0.3333333432674408,0.0,0.3333333432674408,0.0
QYp0lGhyL6A_3,0.3333333432674408,0.0,0.0,0.0,0.0,0.0
QYp0lGhyL6A_4,0.0,0.6666666865348816,0.0,0.0,0.0,0.0
QYp0lGhyL6A_5,0.0,0.3333333432674408,0.0,0.0,0.6666666865348816,0.0
QYp0lGhyL6A_6,0.3333333432674408,0.0,0.0,0.0,0.0,0.0
QYp0lGhyL6A_7,0.0,0.0,0.0,0.0,0.0,0.0
QYp0lGhyL6A_8,0.0,0.6666666865348816,0.0,0.0,0.0,0.0
wd-LTpCtAzw_0,0.6666666865348816,0.0,0.0,0.0,0.6666666865348816,0.0
wd-LTpCtAzw_1,1.3333333730697632,0.0,0.0,0.0,0.0,0.0
wd-LTpCtAzw_2,1.6666666269302368,0.0,0.0,0.0,0.0,0.0
wd-LTpCtAzw_3,2.3333332538604736,0.6666666865348816,0.0,0.6666666865348816,0.0,0.0
wd-LTpCtAzw_4,1.3333333730697632,0.0,0.0,0.0,0.0,0.0
wd-LTpCtAzw_5,0.3333333432674408,0.6666666865348816,0.3333333432674408,0.0,0.3333333432674408,0.0
wd-LTpCtAzw_6,2.0,0.0,0.0,1.0,0.0,0.0
wd-LTpCtAzw_7,0.3333333432674408,0.3333333432674408,0.0,0.0,0.0,0.0
wd-LTpCtAzw_8,1.6666666269302368,0.0,0.0,0.0,0.0,0.0
YEOU4KFDjZo_0,0.0,0.0,0.0,0.0,0.0,0.0
YEOU4KFDjZo_1,0.6666666865348816,0.0,0.0,0.0,0.0,0.0
YEOU4KFDjZo_2,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0,0.0,0.0
255343_0,0.3333333432674408,1.0,0.3333333432674408,0.0,0.6666666865348816,0.0
255343_1,0.0,0.6666666865348816,0.0,0.0,0.3333333432674408,0.0
255343_2,0.3333333432674408,0.6666666865348816,0.0,0.0,0.0,0.0
255343_3,1.0,0.0,0.0,0.0,0.0,0.0
255343_4,0.6666666865348816,0.0,0.0,0.0,0.0,0.0
255343_5,0.3333333432674408,0.6666666865348816,0.0,0.0,0.0,0.0
255343_6,0.0,0.6666666865348816,0.0,0.0,0.0,0.0
255343_7,0.3333333432674408,1.3333333730697632,0.0,0.0,0.0,0.0
255343_8,0.3333333432674408,0.0,0.0,0.0,0.0,0.0
255343_9,0.6666666865348816,0.6666666865348816,0.0,0.0,0.0,0.0
255343_10,0.3333333432674408,0.6666666865348816,0.0,0.0,0.0,0.0
255343_11,0.3333333432674408,0.6666666865348816,0.0,0.0,0.0,0.0
255343_12,0.3333333432674408,0.0,0.0,0.0,0.0,0.0
Ns_h5IVcZ9k_0,0.0,0.0,0.3333333432674408,0.0,0.0,0.0
Ns_h5IVcZ9k_1,0.0,0.0,0.3333333432674408,0.0,0.0,0.0
Ns_h5IVcZ9k_2,0.0,0.3333333432674408,0.6666666865348816,0.0,0.0,0.0
Ns_h5IVcZ9k_3,0.0,0.0,0.6666666865348816,0.0,0.0,0.3333333432674408
Ns_h5IVcZ9k_4,0.3333333432674408,0.6666666865348816,0.0,0.0,0.0,0.0
Ns_h5IVcZ9k_5,0.3333333432674408,0.0,0.6666666865348816,0.0,0.0,0.0
Ns_h5IVcZ9k_6,0.0,0.3333333432674408,1.0,0.0,0.3333333432674408,0.0
xyOa9ivNrg4_0,0.3333333432674408,0.0,0.0,0.0,0.0,0.0
xyOa9ivNrg4_1,0.0,0.0,1.0,0.0,0.0,0.0
WygyVNL_qdE_0,0.3333333432674408,0.0,0.0,0.0,0.0,0.0
WygyVNL_qdE_1,1.0,0.0,0.0,0.0,0.0,0.0
WygyVNL_qdE_2,0.3333333432674408,0.0,0.0,0.0,0.0,0.0
WygyVNL_qdE_3,0.6666666865348816,0.0,0.0,0.0,0.0,0.0
WygyVNL_qdE_4,0.3333333432674408,0.0,0.0,0.0,0.0,0.0
WygyVNL_qdE_5,0.0,0.0,0.0,0.0,0.0,0.0
ou6S6fbfBWU_0,0.0,0.3333333432674408,0.0,0.0,0.0,0.0
ou6S6fbfBWU_1,0.3333333432674408,0.0,0.3333333432674408,0.0,0.0,0.0
AepwIhSbAws_0,0.0,0.0,0.0,0.0,0.0,0.0
AepwIhSbAws_1,0.0,1.0,1.0,0.0,0.3333333432674408,0.3333333432674408
AepwIhSbAws_2,0.0,0.6666666865348816,0.3333333432674408,0.0,0.0,0.6666666865348816
AepwIhSbAws_3,0.0,1.3333333730697632,0.6666666865348816,0.0,0.3333333432674408,0.3333333432674408
AepwIhSbAws_4,0.0,0.0,0.0,0.0,0.0,0.0
H9zVQlzit8Y_0,0.3333333432674408,0.6666666865348816,0.0,0.0,0.0,0.6666666865348816
37459_0,1.0,0.0,0.0,0.0,0.0,0.0
37459_1,0.3333333432674408,0.0,0.0,0.0,0.0,0.0
37459_2,0.0,0.0,0.3333333432674408,0.3333333432674408,1.0,0.0
37459_3,0.0,0.6666666865348816,1.0,1.0,0.6666666865348816,0.0
37459_4,0.0,0.3333333432674408,0.0,0.3333333432674408,0.0,0.0
37459_5,0.3333333432674408,0.3333333432674408,0.0,0.3333333432674408,0.0,0.0
37459_6,0.0,0.6666666865348816,0.6666666865348816,0.0,1.3333333730697632,0.0
37459_7,0.0,0.3333333432674408,1.0,0.0,0.0,0.0
L0WUuWYNeCo_0,0.0,0.0,0.0,0.0,0.0,0.0
L0WUuWYNeCo_1,0.6666666865348816,0.0,0.0,0.0,0.0,0.0
L0WUuWYNeCo_2,1.0,0.0,0.0,0.0,0.0,0.0
L0WUuWYNeCo_3,1.3333333730697632,0.0,0.0,0.0,0.0,0.0
L0WUuWYNeCo_4,1.0,0.0,0.0,0.0,0.0,0.0
L0WUuWYNeCo_5,1.3333333730697632,0.0,0.0,0.0,0.0,0.0
L0WUuWYNeCo_6,1.0,0.0,0.0,0.0,0.0,0.0
L0WUuWYNeCo_7,1.3333333730697632,0.3333333432674408,0.0,0.0,0.0,0.0
L0WUuWYNeCo_8,0.6666666865348816,0.0,0.0,0.0,0.0,0.0
L0WUuWYNeCo_9,0.6666666865348816,0.0,0.0,0.0,0.0,0.0
L0WUuWYNeCo_10,1.3333333730697632,0.0,0.0,0.0,0.0,0.0
L0WUuWYNeCo_11,1.6666666269302368,0.0,0.0,0.0,0.0,0.0
L0WUuWYNeCo_12,1.0,0.0,0.0,0.0,0.0,0.0
L0WUuWYNeCo_13,1.0,0.0,0.0,0.0,0.0,0.0
L0WUuWYNeCo_14,0.6666666865348816,0.0,0.0,0.0,0.0,0.0
L0WUuWYNeCo_15,0.6666666865348816,0.0,0.0,0.3333333432674408,0.0,0.0
L0WUuWYNeCo_16,1.0,0.0,0.0,0.0,0.0,0.0
L0WUuWYNeCo_17,0.6666666865348816,0.0,0.0,0.0,0.0,0.0
L0WUuWYNeCo_18,0.6666666865348816,0.0,0.0,1.0,0.3333333432674408,0.0
L0WUuWYNeCo_19,1.0,0.0,0.0,0.0,0.0,0.0
L0WUuWYNeCo_20,0.6666666865348816,0.0,0.0,0.0,0.0,0.0
L0WUuWYNeCo_21,1.3333333730697632,0.0,0.0,0.3333333432674408,0.0,0.0
L0WUuWYNeCo_22,2.0,0.0,0.0,0.0,0.0,0.0
L0WUuWYNeCo_23,0.6666666865348816,0.0,0.0,0.0,0.0,0.0
L0WUuWYNeCo_24,0.0,0.6666666865348816,0.0,0.0,0.0,0.0
L0WUuWYNeCo_25,0.3333333432674408,0.0,0.0,0.0,0.0,0.0
L0WUuWYNeCo_26,2.0,0.0,0.0,0.0,0.0,0.0
L0WUuWYNeCo_27,0.0,0.0,0.0,0.0,0.0,0.0
L0WUuWYNeCo_28,0.6666666865348816,0.0,0.0,0.0,0.0,0.0
L0WUuWYNeCo_29,1.6666666269302368,0.0,0.0,0.0,0.0,0.0
L0WUuWYNeCo_30,1.3333333730697632,0.0,0.0,0.0,0.0,0.0
271594_0,0.0,0.3333333432674408,0.3333333432674408,0.0,0.0,0.0
271594_1,0.0,0.0,1.0,0.0,0.6666666865348816,0.0
271594_2,0.0,0.0,1.0,0.0,0.3333333432674408,0.0
271594_3,0.0,0.0,1.3333333730697632,0.0,0.0,0.0
271594_4,0.0,0.0,0.0,0.0,0.0,0.0
271594_5,0.0,0.0,0.0,0.0,0.0,0.0
271594_6,0.0,0.0,1.0,0.0,0.0,0.0
271594_7,0.0,0.0,0.3333333432674408,0.0,0.0,0.0
271594_8,0.0,0.0,0.0,0.0,0.3333333432674408,0.0
271594_9,0.0,0.0,0.0,0.0,1.0,0.0
271594_10,0.0,0.0,1.6666666269302368,0.0,0.0,0.0
271594_11,0.0,0.3333333432674408,0.3333333432674408,0.0,0.0,0.0
271594_12,0.0,0.0,0.6666666865348816,0.0,0.0,0.0
271594_13,0.3333333432674408,0.0,1.0,0.0,0.0,0.0
271594_14,0.0,0.0,0.6666666865348816,0.0,0.0,0.0
271594_15,0.0,0.0,0.3333333432674408,0.0,0.0,0.0
271594_16,0.0,0.0,1.3333333730697632,0.0,0.0,0.0
271594_17,0.0,0.0,0.0,0.0,0.0,0.0
271594_18,0.0,0.0,0.0,0.0,0.0,0.0
271594_19,0.0,0.0,1.0,0.0,0.3333333432674408,0.0
271594_20,0.0,0.0,0.0,0.0,0.0,0.0
271594_21,0.0,0.0,0.6666666865348816,0.3333333432674408,0.0,0.0
271594_22,0.0,0.6666666865348816,0.6666666865348816,0.0,1.3333333730697632,0.0
271594_23,0.0,0.0,1.6666666269302368,0.0,0.3333333432674408,0.0
271594_24,0.0,0.0,1.3333333730697632,0.0,1.0,0.0
271594_25,0.0,0.3333333432674408,1.0,0.0,0.6666666865348816,0.0
271594_26,0.0,0.3333333432674408,0.0,0.0,0.0,0.0
271594_27,0.0,0.0,0.0,0.0,0.0,0.0
271594_28,0.0,0.0,1.0,0.0,0.3333333432674408,0.0
271594_29,0.0,0.0,0.6666666865348816,0.0,0.0,0.0
271594_30,0.0,0.0,0.0,0.0,0.3333333432674408,0.0
271594_31,0.0,0.0,1.3333333730697632,0.0,0.0,0.0
271594_32,0.0,0.0,0.0,0.0,0.0,0.0
271594_33,0.0,0.0,0.0,0.0,0.0,0.0
271594_34,0.0,0.0,1.0,0.0,0.3333333432674408,0.0
271594_35,0.0,0.0,2.0,0.0,1.0,0.0
271594_36,0.0,0.0,1.6666666269302368,0.0,0.0,0.0
271594_37,0.0,0.0,2.0,0.0,0.6666666865348816,0.0
271594_38,0.0,0.0,1.6666666269302368,0.0,1.0,0.0
271594_39,0.0,0.0,1.0,0.0,1.6666666269302368,0.0
271594_40,0.0,0.0,0.3333333432674408,0.0,0.6666666865348816,0.0
271594_41,0.0,0.0,1.0,0.0,0.0,0.0
92533_0,0.0,1.0,0.0,0.0,0.3333333432674408,0.0
92533_1,0.0,0.6666666865348816,0.6666666865348816,0.3333333432674408,1.6666666269302368,0.0
92533_2,0.0,0.6666666865348816,0.0,0.0,0.0,0.0
92533_3,0.0,1.0,1.0,0.0,2.6666667461395264,0.6666666865348816
92533_4,0.0,1.6666666269302368,0.0,0.0,0.6666666865348816,0.0
92533_5,0.0,1.6666666269302368,0.0,0.0,1.0,0.0
92533_6,0.0,2.0,0.0,0.0,1.3333333730697632,0.0
92533_7,0.0,1.3333333730697632,0.0,0.0,0.3333333432674408,0.0
92533_8,0.0,1.3333333730697632,0.0,0.0,0.0,0.0
92533_9,0.0,1.6666666269302368,0.0,0.0,0.6666666865348816,0.0
92533_10,0.0,1.6666666269302368,0.0,0.0,0.0,0.0
d3I7Ug-_3L0_0,0.0,0.0,0.0,0.0,0.0,0.0
d3I7Ug-_3L0_1,0.0,0.6666666865348816,0.0,0.0,0.0,0.0
d3I7Ug-_3L0_2,0.3333333432674408,0.6666666865348816,0.3333333432674408,0.0,0.0,0.3333333432674408
d3I7Ug-_3L0_3,0.3333333432674408,0.6666666865348816,0.6666666865348816,0.0,0.0,0.3333333432674408
d3I7Ug-_3L0_4,0.3333333432674408,0.6666666865348816,0.0,0.0,0.0,0.0
d3I7Ug-_3L0_5,0.0,0.6666666865348816,0.0,0.0,0.0,0.0
d3I7Ug-_3L0_6,0.0,0.6666666865348816,0.0,0.0,0.0,0.0
d3I7Ug-_3L0_7,0.0,0.6666666865348816,0.0,0.0,0.0,0.0
d3I7Ug-_3L0_8,0.3333333432674408,1.0,0.0,0.0,0.0,0.0
d3I7Ug-_3L0_9,0.0,0.0,0.0,0.0,0.0,0.0
d3I7Ug-_3L0_10,0.0,0.0,0.0,0.0,0.0,0.0
RKP6j28FCWE_0,0.3333333432674408,0.0,0.0,0.0,0.0,0.3333333432674408
RKP6j28FCWE_1,0.0,0.0,0.0,0.0,0.0,0.0
RKP6j28FCWE_2,0.3333333432674408,0.0,0.3333333432674408,0.0,0.0,0.3333333432674408
C2xNDBU2Z0s_0,0.0,0.0,0.0,0.0,0.0,0.0
C2xNDBU2Z0s_1,0.0,0.0,0.0,0.0,0.0,0.0
C2xNDBU2Z0s_2,0.3333333432674408,0.0,0.0,0.0,0.0,0.0
w44JDB1NmqM_0,0.0,0.0,0.0,0.0,0.0,0.3333333432674408
w44JDB1NmqM_1,0.6666666865348816,0.3333333432674408,0.0,0.0,0.0,0.0
w44JDB1NmqM_2,0.6666666865348816,0.0,0.0,0.0,0.0,0.0
w44JDB1NmqM_3,0.0,0.0,0.0,0.0,0.0,0.0
ICeSewdyf34_0,1.6666666269302368,0.0,0.0,0.0,0.0,1.0
ICeSewdyf34_1,1.6666666269302368,0.0,0.0,0.0,0.0,0.0
ICeSewdyf34_2,1.3333333730697632,0.0,0.0,0.0,0.0,0.0
ICeSewdyf34_3,1.0,0.0,0.0,0.0,0.0,0.0
ICeSewdyf34_4,1.0,0.0,0.0,0.0,0.0,0.0
SWHmteF5Rlk_0,1.0,0.6666666865348816,0.0,0.0,0.0,0.0
SWHmteF5Rlk_1,0.6666666865348816,0.0,0.0,0.0,0.0,0.0
SWHmteF5Rlk_2,0.6666666865348816,0.0,0.0,0.0,0.0,0.0
SWHmteF5Rlk_3,0.0,1.0,0.0,0.0,0.0,0.0
SWHmteF5Rlk_4,0.0,0.0,0.3333333432674408,0.0,0.0,0.0
SWHmteF5Rlk_5,0.0,0.6666666865348816,0.0,0.0,0.0,0.0
SWHmteF5Rlk_6,0.0,1.0,0.0,0.0,0.0,0.0
SWHmteF5Rlk_7,0.0,0.0,0.0,0.0,0.0,0.0
15837_0,0.3333333432674408,0.0,0.0,0.0,0.0,0.0
15837_1,1.3333333730697632,0.0,0.0,0.0,0.0,0.0
15837_2,1.6666666269302368,0.0,0.0,0.0,0.0,0.0
15837_3,1.6666666269302368,0.0,0.0,0.0,0.0,0.0
15837_4,1.0,0.0,0.0,0.0,0.0,0.0
15837_5,0.3333333432674408,0.3333333432674408,0.0,0.0,0.0,0.0
15837_6,1.3333333730697632,0.0,0.0,0.0,0.0,0.0
15837_7,2.0,0.0,0.0,0.0,0.0,0.0
15837_8,1.6666666269302368,0.0,0.0,0.0,0.0,0.0
15837_9,0.0,0.6666666865348816,0.0,0.0,0.0,0.0
15837_10,2.0,0.0,0.0,0.0,0.3333333432674408,0.0
15837_11,0.3333333432674408,0.0,0.0,0.0,0.6666666865348816,0.0
15837_12,1.3333333730697632,0.0,0.0,0.0,0.0,0.0
15837_13,1.0,0.0,0.0,0.0,0.3333333432674408,0.0
Y4izAQYtGEw_0,1.0,0.0,0.0,0.0,0.0,0.0
Y4izAQYtGEw_1,1.6666666269302368,0.0,0.0,0.0,0.0,0.6666666865348816
Y4izAQYtGEw_2,1.3333333730697632,0.3333333432674408,0.0,0.0,0.0,0.0
Y4izAQYtGEw_3,0.3333333432674408,0.3333333432674408,0.0,0.0,0.0,0.6666666865348816
Y4izAQYtGEw_4,0.3333333432674408,0.6666666865348816,0.0,0.0,0.0,0.3333333432674408
bh4_Kd4hhd4_0,0.3333333432674408,0.0,0.0,0.3333333432674408,0.0,0.0
NzpymNJaFjo_0,0.0,0.0,0.0,0.0,0.0,0.0
NzpymNJaFjo_1,0.6666666865348816,0.0,0.0,0.0,0.0,0.0
lTfsqoo-jKg_0,0.0,0.0,0.0,0.0,0.0,0.0
lTfsqoo-jKg_1,0.0,0.3333333432674408,0.0,0.0,0.0,0.3333333432674408
lTfsqoo-jKg_2,0.0,0.0,0.0,0.0,0.3333333432674408,0.3333333432674408
lTfsqoo-jKg_3,0.0,3.0,0.0,0.0,0.0,0.0
lTfsqoo-jKg_4,0.0,1.0,0.0,0.0,0.0,0.0
lTfsqoo-jKg_5,0.0,2.3333332538604736,0.0,0.0,0.0,1.0
lTfsqoo-jKg_6,0.0,0.0,0.0,0.0,0.0,0.0
lTfsqoo-jKg_7,0.3333333432674408,0.0,0.0,0.0,0.0,0.0
lTfsqoo-jKg_8,0.0,0.0,0.0,0.0,0.0,0.0
lTfsqoo-jKg_9,0.0,0.6666666865348816,0.0,0.0,0.0,0.0
FNbULlE9RKg_0,0.0,0.3333333432674408,0.3333333432674408,0.0,0.0,0.0
FNbULlE9RKg_1,0.3333333432674408,0.3333333432674408,0.0,0.0,0.0,0.0
FNbULlE9RKg_2,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.0,0.0,0.0
FNbULlE9RKg_3,0.0,0.3333333432674408,0.3333333432674408,0.0,0.0,0.0
taGs3-SMoYM_0,1.6666666269302368,0.0,0.0,0.0,0.0,0.0
taGs3-SMoYM_1,1.3333333730697632,0.0,0.0,0.0,0.0,0.0
taGs3-SMoYM_2,2.3333332538604736,0.0,0.0,0.0,0.0,0.0
taGs3-SMoYM_3,1.6666666269302368,0.0,0.0,0.0,0.0,0.0
taGs3-SMoYM_4,1.0,0.0,0.0,0.0,0.0,0.0
taGs3-SMoYM_5,0.6666666865348816,0.0,0.0,0.0,0.0,0.0
Yi6Qyn4X8is_0,0.3333333432674408,0.0,0.0,0.0,0.0,0.0
Yi6Qyn4X8is_1,0.6666666865348816,0.3333333432674408,0.0,0.3333333432674408,0.0,0.0
Yi6Qyn4X8is_2,0.0,0.6666666865348816,0.0,0.0,0.0,0.0
Yi6Qyn4X8is_3,0.3333333432674408,0.6666666865348816,0.0,0.6666666865348816,1.0,0.0
Yi6Qyn4X8is_4,0.0,0.0,0.0,1.0,0.6666666865348816,0.0
Yi6Qyn4X8is_5,0.0,0.6666666865348816,0.3333333432674408,0.6666666865348816,0.6666666865348816,0.0
Yi6Qyn4X8is_6,0.0,1.6666666269302368,0.0,0.0,0.0,0.0
Yi6Qyn4X8is_7,0.0,0.3333333432674408,2.0,0.0,1.3333333730697632,0.0
Yi6Qyn4X8is_8,0.3333333432674408,0.0,0.0,0.0,0.0,0.0
dsob2MgUPpA_0,2.3333332538604736,0.0,0.0,0.0,0.0,0.0
