raw_name,original_video,segmented_video,segment_number,start,end,start_frame,end_frame,sentiment,happy,sad,anger,surprise,disgust,fear
-HwX2H8Z4hY[0],-HwX2H8Z4hY,-HwX2H8Z4hY_0,0,0.0,2.348,0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-HwX2H8Z4hY[1],-HwX2H8Z4hY,-HwX2H8Z4hY_1,1,2.146,11.318,64,339,-0.6666667,0.0,0.33333334,0.0,0.0,0.0,0.0
-HwX2H8Z4hY[2],-HwX2H8Z4hY,-HwX2H8Z4hY_2,2,10.318,14.211,309,426,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-HwX2H8Z4hY[3],-HwX2H8Z4hY,-HwX2H8Z4hY_3,3,13.92,20.118,417,603,0.33333334,0.0,0.33333334,0.0,0.0,0.33333334,0.0
-HwX2H8Z4hY[4],-HwX2H8Z4hY,-HwX2H8Z4hY_4,4,19.866,26.214,595,786,-2.0,0.0,0.6666667,0.0,0.0,0.6666667,0.0
-HwX2H8Z4hY[5],-HwX2H8Z4hY,-HwX2H8Z4hY_5,5,27.08,32.61,812,978,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
-HwX2H8Z4hY[6],-HwX2H8Z4hY,-HwX2H8Z4hY_6,6,32.108,35.353,963,1060,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-HwX2H8Z4hY[7],-HwX2H8Z4hY,-HwX2H8Z4hY_7,7,35.441,42.806,1063,1284,0.6666667,0.6666667,0.0,0.0,0.0,0.0,0.0
-HwX2H8Z4hY[8],-HwX2H8Z4hY,-HwX2H8Z4hY_8,8,43.093,49.551,1292,1486,-1.6666666,0.0,0.0,0.6666667,0.0,0.6666667,0.0
-HwX2H8Z4hY[9],-HwX2H8Z4hY,-HwX2H8Z4hY_9,9,49.299,56.934,1478,1708,-0.33333334,0.0,0.0,0.33333334,0.0,0.0,1.0
-IUUR2yyNbw[0],-IUUR2yyNbw,-IUUR2yyNbw_0,0,7.22607709751,25.4047619048,216,762,0.33333334,0.6666667,0.0,0.0,0.0,0.0,0.0
-IUUR2yyNbw[1],-IUUR2yyNbw,-IUUR2yyNbw_1,1,114.861451247,126.445124717,3445,3793,0.0,1.0,0.0,0.0,0.0,0.0,0.33333334
-IUUR2yyNbw[2],-IUUR2yyNbw,-IUUR2yyNbw_2,2,142.857823129,149.861904762,4285,4495,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0
-IUUR2yyNbw[3],-IUUR2yyNbw,-IUUR2yyNbw_3,3,32.7081632653,42.446031746,981,1273,0.33333334,0.0,0.6666667,0.0,0.0,0.0,0.0
-IUUR2yyNbw[4],-IUUR2yyNbw,-IUUR2yyNbw_4,4,66.531292517,69.753968254,1995,2092,0.0,0.33333334,0.0,0.0,0.0,0.0,0.0
-I_e4mIh0yE[0],-I_e4mIh0yE,-I_e4mIh0yE_0,0,3.144,10.57,94,317,-0.6666667,0.0,0.33333334,0.0,0.0,0.0,0.0
-I_e4mIh0yE[1],-I_e4mIh0yE,-I_e4mIh0yE_1,1,16.803,25.785,504,773,0.6666667,0.0,0.0,0.0,0.0,0.0,1.0
-I_e4mIh0yE[2],-I_e4mIh0yE,-I_e4mIh0yE_2,2,25.154,47.097,754,1412,-0.6666667,0.33333334,0.6666667,0.0,0.0,0.33333334,0.33333334
-IqSFQePnpU[0],-IqSFQePnpU,-IqSFQePnpU_0,0,0.0124716553288,17.2931972789,0,518,0.0,0.0,0.33333334,0.0,0.6666667,0.0,1.0
-KCahx2qBOI[0],-KCahx2qBOI,-KCahx2qBOI_0,0,86.5857142857,94.6174603175,2597,2838,-0.33333334,0.33333334,0.33333334,0.0,0.0,0.33333334,0.0
-KCahx2qBOI[1],-KCahx2qBOI,-KCahx2qBOI_1,1,44.9702947846,51.9943310658,1349,1559,0.0,0.0,0.0,0.33333334,0.0,0.0,0.0
-KCahx2qBOI[2],-KCahx2qBOI,-KCahx2qBOI_2,2,79.880952381,86.1866213152,2396,2585,0.0,0.33333334,0.0,0.33333334,0.0,0.0,0.0
-LnuDPiuuZw[0],-LnuDPiuuZw,-LnuDPiuuZw_0,0,0.0124716553288,5.30045351474,0,159,0.33333334,0.6666667,0.0,0.6666667,0.0,0.0,0.0
-LnuDPiuuZw[1],-LnuDPiuuZw,-LnuDPiuuZw_1,1,6.23832199546,14.8387755102,187,445,0.33333334,0.33333334,0.0,0.0,0.0,0.0,0.0
-LnuDPiuuZw[2],-LnuDPiuuZw,-LnuDPiuuZw_2,2,15.3077097506,31.4310657596,459,942,1.0,1.0,0.0,0.0,0.0,0.0,0.0
-LnuDPiuuZw[3],-LnuDPiuuZw,-LnuDPiuuZw_3,3,96.5231292517,108.216553288,2895,3246,1.3333334,0.6666667,0.0,0.0,0.0,0.0,0.0
-MeTTeMJBNc[0],-MeTTeMJBNc,-MeTTeMJBNc_0,0,0.0,9.213,0,276,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0
-MeTTeMJBNc[1],-MeTTeMJBNc,-MeTTeMJBNc_1,1,77.036,82.277,2311,2468,0.33333334,1.3333334,0.0,0.0,0.0,0.0,0.0
-MeTTeMJBNc[2],-MeTTeMJBNc,-MeTTeMJBNc_2,2,10.647,19.17,319,575,0.0,0.6666667,0.0,0.33333334,0.0,0.0,0.0
-MeTTeMJBNc[3],-MeTTeMJBNc,-MeTTeMJBNc_3,3,31.849,42.258,955,1267,1.3333334,1.3333334,0.0,0.0,0.33333334,0.0,0.0
-NFrJFQijFE[0],-NFrJFQijFE,-NFrJFQijFE_0,0,-0.477551020408,4.10430839002,-15,123,0.0,0.0,0.33333334,0.0,0.0,0.0,0.0
-NFrJFQijFE[1],-NFrJFQijFE,-NFrJFQijFE_1,1,3.37369614512,9.0231292517,101,270,0.33333334,0.33333334,0.0,0.0,0.0,0.0,0.0
-NFrJFQijFE[2],-NFrJFQijFE,-NFrJFQijFE_2,2,8.0231292517,14.7201814059,240,441,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-NFrJFQijFE[3],-NFrJFQijFE,-NFrJFQijFE_3,3,44.1111111111,54.7691609977,1323,1643,0.33333334,0.33333334,0.0,0.0,0.0,0.0,0.0
-RfYyzHpjk4[0],-RfYyzHpjk4,-RfYyzHpjk4_0,0,64.794,69.855,1943,2095,2.0,1.0,0.6666667,0.33333334,0.0,0.0,0.0
-RfYyzHpjk4[1],-RfYyzHpjk4,-RfYyzHpjk4_1,1,9.051,14.441,271,433,0.33333334,0.33333334,0.0,0.0,0.0,0.0,0.0
-RfYyzHpjk4[2],-RfYyzHpjk4,-RfYyzHpjk4_2,2,48.711,53.223,1461,1596,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0
-RfYyzHpjk4[3],-RfYyzHpjk4,-RfYyzHpjk4_3,3,52.652,60.536,1579,1816,0.0,0.33333334,0.0,0.6666667,0.0,0.33333334,0.0
-RpZEe4w4fY[0],-RpZEe4w4fY,-RpZEe4w4fY_0,0,0.0,3.576,0,107,2.3333333,2.0,0.0,0.0,0.0,0.0,0.0
-RpZEe4w4fY[10],-RpZEe4w4fY,-RpZEe4w4fY_10,10,30.732,33.248,921,997,0.33333334,0.33333334,0.0,0.0,0.0,0.0,0.0
-RpZEe4w4fY[11],-RpZEe4w4fY,-RpZEe4w4fY_11,11,32.378,35.034,971,1051,0.6666667,0.33333334,0.0,0.33333334,0.0,0.0,0.0
-RpZEe4w4fY[1],-RpZEe4w4fY,-RpZEe4w4fY_1,1,2.745,5.182,82,155,0.6666667,0.33333334,0.0,1.0,0.0,0.0,0.0
-RpZEe4w4fY[2],-RpZEe4w4fY,-RpZEe4w4fY_2,2,34.184,43.954,1025,1318,1.6666666,0.6666667,0.0,1.3333334,0.0,0.0,0.0
-RpZEe4w4fY[3],-RpZEe4w4fY,-RpZEe4w4fY_3,3,43.153,45.54,1294,1366,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-RpZEe4w4fY[4],-RpZEe4w4fY,-RpZEe4w4fY_4,4,4.182,11.787,125,353,1.3333334,1.3333334,0.0,0.0,0.0,0.0,0.0
-RpZEe4w4fY[5],-RpZEe4w4fY,-RpZEe4w4fY_5,5,10.787,18.352,323,550,0.0,0.6666667,0.0,1.0,0.0,0.0,0.0
-RpZEe4w4fY[6],-RpZEe4w4fY,-RpZEe4w4fY_6,6,17.761,27.561,532,826,0.33333334,0.33333334,0.0,0.0,0.0,0.0,0.0
-RpZEe4w4fY[7],-RpZEe4w4fY,-RpZEe4w4fY_7,7,26.561,28.479,796,854,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0
-RpZEe4w4fY[8],-RpZEe4w4fY,-RpZEe4w4fY_8,8,27.479,29.976,824,899,0.33333334,0.0,0.0,0.6666667,0.0,0.0,0.0
-RpZEe4w4fY[9],-RpZEe4w4fY,-RpZEe4w4fY_9,9,29.205,31.532,876,945,0.6666667,0.33333334,0.0,0.0,0.0,0.0,0.33333334
-SYSVSQnTnA[0],-SYSVSQnTnA,-SYSVSQnTnA_0,0,0.0124716553288,6.89682539683,0,206,1.6666666,2.0,0.0,0.0,0.0,0.0,0.0
-SYSVSQnTnA[1],-SYSVSQnTnA,-SYSVSQnTnA_1,1,7.43560090703,13.8310657596,223,414,-0.33333334,0.6666667,0.0,0.0,0.0,0.0,0.0
-SYSVSQnTnA[2],-SYSVSQnTnA,-SYSVSQnTnA_2,2,15.2777777778,21.6233560091,458,648,1.0,0.6666667,0.0,0.0,0.0,0.0,0.0
-THoVjtIkeU[0],-THoVjtIkeU,-THoVjtIkeU_0,0,0.0,13.463,0,403,1.6666666,1.3333334,0.33333334,0.0,0.0,0.0,0.6666667
-THoVjtIkeU[1],-THoVjtIkeU,-THoVjtIkeU_1,1,12.693,23.071,380,692,1.6666666,1.6666666,0.0,0.0,0.0,0.0,0.0
-THoVjtIkeU[2],-THoVjtIkeU,-THoVjtIkeU_2,2,112.625,122.934,3378,3688,-0.33333334,1.6666666,0.0,0.0,0.6666667,0.0,0.0
-THoVjtIkeU[3],-THoVjtIkeU,-THoVjtIkeU_3,3,122.393,127.215,3671,3816,2.3333333,1.6666666,0.0,0.0,0.0,0.0,0.0
-THoVjtIkeU[4],-THoVjtIkeU,-THoVjtIkeU_4,4,126.604,141.392,3798,4241,2.0,2.0,0.0,0.0,0.0,0.0,0.0
-THoVjtIkeU[5],-THoVjtIkeU,-THoVjtIkeU_5,5,23.308,27.531,699,825,1.3333334,1.0,0.0,0.0,0.0,0.0,0.0
-THoVjtIkeU[6],-THoVjtIkeU,-THoVjtIkeU_6,6,84.27,92.244,2528,2767,2.6666667,1.0,0.0,0.0,0.0,0.0,0.0
-THoVjtIkeU[7],-THoVjtIkeU,-THoVjtIkeU_7,7,97.62,106.831,2928,3204,1.0,1.6666666,0.0,0.0,0.0,0.0,0.33333334
-UUCSKoHeMA[0],-UUCSKoHeMA,-UUCSKoHeMA_0,0,0.0,7.716,0,231,0.0,0.33333334,0.0,0.33333334,0.0,0.0,0.0
-UUCSKoHeMA[1],-UUCSKoHeMA,-UUCSKoHeMA_1,1,65.532,71.97,1965,2159,-0.33333334,0.0,0.0,0.0,0.33333334,0.0,0.0
-UUCSKoHeMA[2],-UUCSKoHeMA,-UUCSKoHeMA_2,2,10.338,22.642,310,679,0.0,0.33333334,0.0,0.33333334,0.0,0.0,0.0
-UUCSKoHeMA[3],-UUCSKoHeMA,-UUCSKoHeMA_3,3,58.508,66.532,1755,1995,0.6666667,0.6666667,0.0,0.33333334,0.0,0.0,0.0
-UacrmKiTn4[0],-UacrmKiTn4,-UacrmKiTn4_0,0,71.938,79.164,2158,2374,-0.6666667,0.33333334,0.0,0.6666667,0.0,0.0,0.0
-UacrmKiTn4[1],-UacrmKiTn4,-UacrmKiTn4_1,1,34.792,39.464,1043,1183,-1.3333334,0.0,0.0,0.0,0.0,0.0,0.0
-UacrmKiTn4[2],-UacrmKiTn4,-UacrmKiTn4_2,2,42.664,46.318,1279,1389,0.0,0.33333334,0.0,0.0,0.0,0.0,0.0
-UacrmKiTn4[3],-UacrmKiTn4,-UacrmKiTn4_3,3,45.717,56.216,1371,1686,0.33333334,0.33333334,0.0,0.33333334,0.0,0.0,0.0
-UuX1xuaiiE[0],-UuX1xuaiiE,-UuX1xuaiiE_0,0,0.0,3.566,0,106,2.6666667,1.6666666,0.0,0.0,0.0,0.0,0.0
-UuX1xuaiiE[1],-UuX1xuaiiE,-UuX1xuaiiE_1,1,3.084,13.333,92,399,1.6666666,1.0,0.0,0.0,0.0,0.0,0.0
-UuX1xuaiiE[2],-UuX1xuaiiE,-UuX1xuaiiE_2,2,12.463,20.437,373,613,1.6666666,1.3333334,0.0,0.0,0.0,0.0,0.0
-UuX1xuaiiE[3],-UuX1xuaiiE,-UuX1xuaiiE_3,3,19.437,23.47,583,704,0.33333334,0.33333334,0.0,0.0,0.0,0.0,0.0
-UuX1xuaiiE[4],-UuX1xuaiiE,-UuX1xuaiiE_4,4,22.47,28.639,674,859,2.0,1.3333334,0.0,0.0,0.0,0.0,0.0
-UuX1xuaiiE[5],-UuX1xuaiiE,-UuX1xuaiiE_5,5,27.639,30.794,829,923,1.0,0.0,0.6666667,0.0,0.0,0.0,0.0
-UuX1xuaiiE[6],-UuX1xuaiiE,-UuX1xuaiiE_6,6,30.253,38.187,907,1145,-0.33333334,0.33333334,0.6666667,0.33333334,0.0,0.6666667,0.33333334
-UuX1xuaiiE[7],-UuX1xuaiiE,-UuX1xuaiiE_7,7,37.686,43.794,1130,1313,-1.3333334,0.0,1.3333334,0.33333334,0.0,1.0,0.0
-UuX1xuaiiE[8],-UuX1xuaiiE,-UuX1xuaiiE_8,8,42.884,51.556,1286,1546,1.6666666,0.6666667,0.0,0.0,0.0,0.0,0.0
-UuX1xuaiiE[9],-UuX1xuaiiE,-UuX1xuaiiE_9,9,51.125,57.693,1533,1730,0.6666667,0.6666667,0.0,0.0,0.0,0.0,0.0
-VmheDA92mM[0],-VmheDA92mM,-VmheDA92mM_0,0,-0.437641723356,8.24489795918,-14,247,-2.6666667,0.0,2.0,1.0,0.0,1.0,0.33333334
-VmheDA92mM[1],-VmheDA92mM,-VmheDA92mM_1,1,8.88117913832,12.9641723356,266,388,-2.0,0.0,0.0,1.0,0.0,0.0,0.0
-VmheDA92mM[2],-VmheDA92mM,-VmheDA92mM_2,2,11.9641723356,23.5102040816,358,705,-1.3333334,0.0,0.0,0.6666667,0.0,0.6666667,0.0
-VmheDA92mM[3],-VmheDA92mM,-VmheDA92mM_3,3,23.8172335601,29.3569160998,714,880,0.6666667,0.0,0.0,0.0,0.0,0.0,0.0
-VmheDA92mM[4],-VmheDA92mM,-VmheDA92mM_4,4,29.7537414966,44.6222222222,892,1338,0.0,0.0,0.33333334,1.0,0.0,0.0,0.0
-WXXTNIJcVM[0],-WXXTNIJcVM,-WXXTNIJcVM_0,0,0.0,2.079,0,62,2.0,1.0,0.0,0.0,0.0,0.0,0.0
-WXXTNIJcVM[1],-WXXTNIJcVM,-WXXTNIJcVM_1,1,1.278,5.012,38,150,1.6666666,1.6666666,0.0,0.0,0.0,0.0,0.0
-WXXTNIJcVM[2],-WXXTNIJcVM,-WXXTNIJcVM_2,2,4.351,8.444,130,253,2.3333333,2.6666667,0.0,0.0,0.0,0.0,0.0
-WXXTNIJcVM[3],-WXXTNIJcVM,-WXXTNIJcVM_3,3,7.594,18.721,227,561,1.6666666,1.6666666,0.0,0.0,0.33333334,0.0,0.0
-WXXTNIJcVM[4],-WXXTNIJcVM,-WXXTNIJcVM_4,4,31.44,41.988,943,1259,0.33333334,0.0,0.0,0.0,0.33333334,0.0,0.0
-ZgjBOA1Yhw[0],-ZgjBOA1Yhw,-ZgjBOA1Yhw_0,0,10.837,19.779,325,593,-0.33333334,0.0,0.33333334,0.0,0.33333334,0.0,0.33333334
-ZgjBOA1Yhw[1],-ZgjBOA1Yhw,-ZgjBOA1Yhw_1,1,18.779,30.255,563,907,-0.6666667,0.0,0.6666667,0.0,0.0,0.0,0.33333334
-ZgjBOA1Yhw[2],-ZgjBOA1Yhw,-ZgjBOA1Yhw_2,2,37.107,46.787,1113,1403,-0.33333334,0.0,0.0,0.0,0.0,0.0,0.33333334
-ZgjBOA1Yhw[3],-ZgjBOA1Yhw,-ZgjBOA1Yhw_3,3,46.017,53.003,1380,1590,0.33333334,0.33333334,0.6666667,0.0,0.0,0.0,0.0
-ZgjBOA1Yhw[4],-ZgjBOA1Yhw,-ZgjBOA1Yhw_4,4,60.993,72.259,1829,2167,0.33333334,0.0,0.0,0.0,0.0,0.0,0.0
-ZgjBOA1Yhw[5],-ZgjBOA1Yhw,-ZgjBOA1Yhw_5,5,71.259,81.957,2137,2458,0.0,0.0,0.0,0.6666667,0.0,0.0,0.0
-a55Q6RWvTA[0],-a55Q6RWvTA,-a55Q6RWvTA_0,0,17.112,39.175,513,1175,0.6666667,0.33333334,0.0,0.0,0.0,0.0,0.0
-aNfi7CP8vM[0],-aNfi7CP8vM,-aNfi7CP8vM_0,0,48.112,58.58,1443,1757,0.0,0.33333334,0.0,0.33333334,0.33333334,0.0,0.0
-aNfi7CP8vM[1],-aNfi7CP8vM,-aNfi7CP8vM_1,1,27.639,36.161,829,1084,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-aqamKhZ1Ec[0],-aqamKhZ1Ec,-aqamKhZ1Ec_0,0,0.0,10.889,0,326,-2.0,0.0,1.0,0.0,0.33333334,0.6666667,0.0
-aqamKhZ1Ec[1],-aqamKhZ1Ec,-aqamKhZ1Ec_1,1,9.889,23.959,296,718,-0.6666667,0.0,0.6666667,0.0,0.33333334,0.33333334,0.6666667
-aqamKhZ1Ec[2],-aqamKhZ1Ec,-aqamKhZ1Ec_2,2,29.115,42.317,873,1269,-0.33333334,1.0,0.0,0.0,0.0,0.0,0.0
-bl5PfNIYrk[0],-bl5PfNIYrk,-bl5PfNIYrk_0,0,18.5603174603,25.7240362812,556,771,1.0,0.33333334,0.0,0.0,0.0,0.0,0.0
-bl5PfNIYrk[1],-bl5PfNIYrk,-bl5PfNIYrk_1,1,104.993877551,113.584353741,3149,3407,2.0,0.6666667,0.0,0.0,0.0,0.0,0.0
-bl5PfNIYrk[2],-bl5PfNIYrk,-bl5PfNIYrk_2,2,131.483673469,142.778004535,3944,4283,1.6666666,1.0,0.0,0.0,0.0,0.0,0.0
-bl5PfNIYrk[3],-bl5PfNIYrk,-bl5PfNIYrk_3,3,48.4922902494,58.8886621315,1454,1766,1.0,0.6666667,0.0,0.0,0.0,0.0,0.0
-bl5PfNIYrk[4],-bl5PfNIYrk,-bl5PfNIYrk_4,4,59.8365079365,65.3739229025,1795,1961,1.3333334,1.6666666,0.0,0.0,0.33333334,0.0,0.0
